question,label,code
How long did I spend doing interval workouts in the last 14 days?,0.0,"exercise_entries.query('activityName == ""Interval Workout""').during('last 14 days')['duration'].sum()"
What was the total number of steps I took during my first two swims in the last 14 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 14 days')['steps'][:2].sum()"
How many times have I swum in the past 7 days?,0,"exercise_entries.query('activityName == ""Swim""').during('last 7 days').shape[0]"
What is the total distance I swam on days when my elevation gain was 31 or higher?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(exercise_entries.where('elevationGain >= 31'))['distance'].sum()"
"On days when I slept for more than 155 minutes, what was the total speed I achieved while using the elliptical?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes > 155'))['speed'].sum()"
What is the total duration of my first two workouts today?,0.0,"exercise_entries.query('activityName == ""Workout""').during('today')['duration'][:2].sum()"
What is the total time I spent running on days when I had at least 91 minutes of deep sleep?,0.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('deep_sleep_minutes >= 91'))['duration'].sum()"
How long did I spend weightlifting in the past 7 days?,0.0,"exercise_entries.query('activityName == ""Weights""').during('last 7 days')['duration'].sum()"
What is the total distance I hiked for hikes shorter than 11 units?,0.0,"exercise_entries.query('activityName == ""Hike"" and distance < 11')['distance'].sum()"
How many steps did I take while swimming in the last 28 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 28 days')['steps'].sum()"
What is the total speed I achieved during sporting activities where my speed was 57 or higher?,0.0,"exercise_entries.query('activityName == ""Sport"" and speed >= 57')['speed'].sum()"
How many times have I hiked in the past 21 days?,0,"exercise_entries.query('activityName == ""Hike""').during('last 21 days').shape[0]"
How many elliptical steps have I taken that are greater than or equal to 36?,0.0,"exercise_entries.query('activityName == ""Eliptical"" and steps >= 36')['steps'].sum()"
What is the total distance I biked on days when I slept for 96 minutes or more?,0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('sleep_minutes >= 96'))['distance'].sum()"
What is the total number of calories I burned on the treadmill for workouts where I burned 96 or fewer calories?,0.0,"exercise_entries.query('activityName == ""Treadmill"" and calories <= 96')['calories'].sum()"
How many times have I used the elliptical in the past 30 days?,0,"exercise_entries.query('activityName == ""Eliptical""').during('last 30 days').shape[0]"
How many days did I sleep for 229 minutes in the past 7 days?,0,daily_metrics.query('sleep_minutes == 229').during('last 7 days')['datetime'].drop_duplicates().count()
What is my total swim speed for swims where my speed was less than or equal to 30?,0.0,"exercise_entries.query('activityName == ""Swim"" and speed <= 30')['speed'].sum()"
"On days when I take at least 80 steps, what is my total speed during aerobic workouts?",0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(exercise_entries.where('steps >= 80'))['speed'].sum()"
What is the total elevation gain for my yoga sessions where the elevation gain was less than 59?,0.0,"exercise_entries.query('activityName == ""Yoga"" and elevationGain < 59')['elevationGain'].sum()"
How many days have I had more than 553 minutes of sleep today?,0,daily_metrics.query('sleep_minutes > 553').during('today')['datetime'].drop_duplicates().count()
What is the total number of calories I burned during my last five sports activities within the past 14 days?,0.0,"exercise_entries.query('activityName == ""Sport""').during('last 14 days')['calories'][-5:].sum()"
How many days have I used the treadmill today?,0,"exercise_entries.query('activityName == ""Treadmill""').during('today')['datetime'].drop_duplicates().count()"
What is the total distance I have biked in the last 23 days?,0.0,"exercise_entries.query('activityName == ""Bike""').during('last 23 days')['distance'].sum()"
How many times have I done yoga in the last 21 days?,0,"exercise_entries.query('activityName == ""Yoga""').during('last 21 days').shape[0]"
How many times have I lifted weights?,0,"exercise_entries.query('activityName == ""Weights""').shape[0]"
What is the total elevation gain I achieved during aerobic workouts in the last 14 days?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 14 days')['elevationGain'].sum()"
How many days have I worked out in the past 7 days?,0,"exercise_entries.query('activityName == ""Workout""').during('last 7 days')['datetime'].drop_duplicates().count()"
"On days when I sleep less than 5 hours, how many calories do I burn while hiking?",0.0,"exercise_entries.query('activityName == ""Hike""').on_days(daily_metrics.where('sleep_minutes <= 5*60'))['calories'].sum()"
How many days did I use the treadmill with a heart rate above 37?,0,"exercise_entries.query('activityName == ""Treadmill"" and averageHeartRate > 37')['datetime'].drop_duplicates().count()"
What was the total number of steps I took during my last four swims in the past 30 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 30 days')['steps'][-4:].sum()"
What was my average heart rate during the first four walks I took today?,0.0,"exercise_entries.query('activityName == ""Walk""').during('today')['averageHeartRate'][:4].sum()"
"On days when I was awake for at least 31 minutes, what is the total duration of time I spent biking?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('awake_minutes >= 31'))['duration'].sum()"
"On days when I slept for 231 minutes or more, what was my total heart rate while using the elliptical machine?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes >= 231'))['averageHeartRate'].sum()"
"On days when I have less than 48 active zone minutes, what is my total speed during interval workouts?",0.0,"exercise_entries.query('activityName == ""Interval Workout""').on_days(exercise_entries.where('activeZoneMinutes < 48'))['speed'].sum()"
How many days did I engage in sports activities with an elevation gain of less than 66?,0,"exercise_entries.query('activityName == ""Sport"" and elevationGain < 66')['datetime'].drop_duplicates().count()"
What was my total elevation gain for my last five weightlifting sessions within the last seven days?,0.0,"exercise_entries.query('activityName == ""Weights""').during('last 7 days')['elevationGain'][-5:].sum()"
What was the total duration of my runs yesterday?,0.0,"exercise_entries.query('activityName == ""Run""').during('yesterday')['duration'].sum()"
"On days when I slept for more than 63 minutes, what is the total time I spent using the elliptical machine?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes > 63'))['duration'].sum()"
What was the total duration of my first five aerobic workouts within the last 30 days?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 30 days')['duration'][:5].sum()"
What is my total heart rate for swimming sessions where my heart rate was below 41?,0.0,"exercise_entries.query('activityName == ""Swim"" and averageHeartRate < 41')['averageHeartRate'].sum()"
How many days did I engage in sports activities?,0,"exercise_entries.query('activityName == ""Sport""')['datetime'].drop_duplicates().count()"
What was the total distance I swam during my first four swims yesterday?,0.0,"exercise_entries.query('activityName == ""Swim""').during('yesterday')['distance'][:4].sum()"
"What is the total distance I hiked in the last 14 days, considering only the first two hikes?",0.0,"exercise_entries.query('activityName == ""Hike""').during('last 14 days')['distance'][:2].sum()"
"On days when my REM sleep is less than 12 hours, what is the total time I spend using the elliptical?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('rem_sleep_minutes < 12*60'))['duration'].sum()"
How many days have I worked out?,0,"exercise_entries.query('activityName == ""Workout""')['datetime'].drop_duplicates().count()"
Can you calculate the total of my heart rate readings for days when I used the elliptical and slept for less than 294 minutes?,0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes < 294'))['averageHeartRate'].sum()"
"Over the past 30 days, what was the total duration of my last five weightlifting sessions?",0.0,"exercise_entries.query('activityName == ""Weights""').during('last 30 days')['duration'][-5:].sum()"
"On days when I sleep for at least 269 minutes, what is the total number of steps I take on the elliptical?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes >= 269'))['steps'].sum()"
How many days did I have workouts with an Active Zone Minute (AZM) count of 83 or higher?,0,"exercise_entries.query('activityName == ""Workout"" and activeZoneMinutes >= 83')['datetime'].drop_duplicates().count()"
"What is the total elevation I gained while doing sports, excluding gains of 48 or more?",0.0,"exercise_entries.query('activityName == ""Sport"" and elevationGain < 48')['elevationGain'].sum()"
What is my total number of Active Zone Minutes (AZMs) for walks where I accumulated at least 18 AZMs?,0.0,"exercise_entries.query('activityName == ""Walk"" and activeZoneMinutes >= 18')['activeZoneMinutes'].sum()"
How many days did I use the elliptical?,0,"exercise_entries.query('activityName == ""Eliptical""')['datetime'].drop_duplicates().count()"
"On days when I have more than 262 minutes of light sleep, how many steps did I take while biking?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('light_sleep_minutes > 262'))['steps'].sum()"
"On days when I am awake less than 56%, what is the total amount of time I spend biking?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('awake_percent < 56'))['duration'].sum()"
"On days when I am awake for less than 54%, how many minutes do I spend doing yoga?",0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(daily_metrics.where('awake_percent < 54'))['duration'].sum()"
"On days when my speed exceeds 69, what is the total number of steps I take during aerobic workouts?",0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(exercise_entries.where('speed > 69'))['steps'].sum()"
What was the total speed of my first four swims in the last 30 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 30 days')['speed'][:4].sum()"
What was the total duration of my hike yesterday?,0.0,"exercise_entries.query('activityName == ""Hike""').during('yesterday')['duration'].sum()"
What is my total heart rate during walks when my heart rate is 73 or higher?,0.0,"exercise_entries.query('activityName == ""Walk"" and averageHeartRate >= 73')['averageHeartRate'].sum()"
What is the total distance I biked on days when my light sleep percentage was less than or equal to 96%?,0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('light_sleep_percent <= 96'))['distance'].sum()"
What was the total duration of my hikes in the past 7 days?,0.0,"exercise_entries.query('activityName == ""Hike""').during('last 7 days')['duration'].sum()"
What is the total duration of my workouts today?,0.0,"exercise_entries.query('activityName == ""Workout""').during('today')['duration'].sum()"
What was the total duration of my first five walks today?,0.0,"exercise_entries.query('activityName == ""Walk""').during('today')['duration'][:5].sum()"
What is the total number of Active Zone Minutes (AZMs) I earned from swimming on days when I slept for more than 510 minutes?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(daily_metrics.where('sleep_minutes > 510'))['activeZoneMinutes'].sum()"
What is the total distance I covered while weightlifting on days when I slept for more than 4 hours?,0.0,"exercise_entries.query('activityName == ""Weights""').on_days(daily_metrics.where('sleep_minutes > 4*60'))['distance'].sum()"
How many times have I engaged in sports activities in the past 30 days?,0,"exercise_entries.query('activityName == ""Sport""').during('last 30 days').shape[0]"
"On days when I sleep for less than 3 hours, how long do I spend walking in total?",0.0,"exercise_entries.query('activityName == ""Walk""').on_days(daily_metrics.where('sleep_minutes < 3*60'))['duration'].sum()"
What is the total elevation gain from my first two yoga sessions in the past 7 days?,0.0,"exercise_entries.query('activityName == ""Yoga""').during('last 7 days')['elevationGain'][:2].sum()"
What is the total of my heart rate while hiking when my heart rate was 92 or higher?,0.0,"exercise_entries.query('activityName == ""Hike"" and averageHeartRate >= 92')['averageHeartRate'].sum()"
What was the duration of my most recent run within the last 14 days?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What unique activities have I participated in over the past 21 days?,Run,exercise_entries.during('last 21 days')['activityName'].drop_duplicates().iloc[0]
How many days have I exercised in the last 30 days?,1,exercise_entries.during('last 30 days')['datetime'].drop_duplicates().count()
What was my highest percentage of light sleep in the last 14 days?,63.75,daily_metrics.during('last 14 days')['light_sleep_percent'].max()
How many days have I slept less than one hour today?,1,daily_metrics.query('sleep_minutes <= 1*60').during('today')['datetime'].drop_duplicates().count()
What was the average percentage of my REM sleep over the past 30 days?,18.62,daily_metrics.during('last 30 days')['rem_sleep_percent'].mean()
What was the duration of my most recent run today?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What unique activities have I participated in over the past seven days?,Run,exercise_entries.during('last 7 days')['activityName'].drop_duplicates().iloc[0]
What was my average active zone minutes (AZM) for my last two runs within the past 14 days?,28.0,"exercise_entries.query('activityName == ""Run""').during('last 14 days')['activeZoneMinutes'][-2:].mean()"
What was my average number of steps for my first five runs?,1816.0,"exercise_entries.query('activityName == ""Run""')['steps'][:5].mean()"
What was my average heart rate variability today?,51.1,daily_metrics.during('today')['heart_rate_variability'].mean()
What was the total percentage of REM sleep I got yesterday?,14.13,daily_metrics.during('yesterday')['rem_sleep_percent'].sum()
How many minutes of light sleep did I get today?,187.69,daily_metrics.during('today')['light_sleep_minutes'].sum()
What was the standard deviation of my light sleep minutes over the last 14 days?,56.98,daily_metrics.during('last 14 days')['light_sleep_minutes'].std()
How many days within the last 30 days did I sleep less than 1320 minutes (22 hours)?,28,daily_metrics.query('sleep_minutes <= 22*60').during('last 30 days')['datetime'].drop_duplicates().count()
What was the average of my resting heart rate over the past 30 days?,57.63,daily_metrics.during('last 30 days')['resting_heart_rate'].mean()
How many days in the last 21 days did I sleep for fewer than 5 hours?,1,daily_metrics.query('sleep_minutes < 5*60').during('last 21 days')['datetime'].drop_duplicates().count()
What was my standard deviation of deep sleep percentage over the last 7 days?,2.95,daily_metrics.during('last 7 days')['deep_sleep_percent'].std()
What was my highest recorded heart rate variability?,51.1,daily_metrics['heart_rate_variability'].max()
"During the past 21 days, when did I run the greatest distance?",13700.79,"exercise_entries.query('activityName == ""Run""').during('last 21 days')['distance'].max()"
What was my median deep sleep percentage over the past 7 days?,14.56,daily_metrics.during('last 7 days')['deep_sleep_percent'].median()
What is the total distance I ran on days when I slept for more than 531 minutes?,943.8,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes > 531'))['speed'].sum()"
What is the date of my longest run?,13700.79,"exercise_entries.query('activityName == ""Run""')['distance'].max()"
What was the duration of my last run within the past 14 days?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What were my highest active zone minutes in the last 14 days?,44.87,daily_metrics.during('last 14 days')['active_zone_minutes'].max()
How many days did I exercise during the past 14 days?,1,exercise_entries.during('last 14 days')['datetime'].drop_duplicates().count()
How many times have I exercised in the past 30 days?,1,exercise_entries.during('last 30 days')['datetime'].count()
What was the median number of minutes I was in deep sleep yesterday?,77.63,daily_metrics.during('yesterday')['deep_sleep_minutes'].median()
What is the average of my awake percentage?,11.49,daily_metrics['awake_percent'].mean()
How long did my most recent run within the last 14 days last?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
How many steps did I take yesterday?,11519.91,daily_metrics.during('yesterday')['steps'].sum()
What is my average distance for runs where the distance exceeded 23 units?,13700.79,"exercise_entries.query('activityName == ""Run"" and distance > 23')['distance'].mean()"
How many times have I exercised today?,1,exercise_entries.during('today')['datetime'].count()
How many minutes was I awake yesterday?,44.32,daily_metrics.during('yesterday')['awake_minutes'].sum()
What was my average number of steps taken over the past seven days?,10425.33,daily_metrics.during('last 7 days')['steps'].mean()
How many days in the last 30 days did I sleep less than 4 hours?,1,daily_metrics.query('sleep_minutes < 4*60').during('last 30 days')['datetime'].drop_duplicates().count()
What was my average number of active zone minutes over the past 21 days?,23.71,daily_metrics.during('last 21 days')['active_zone_minutes'].mean()
What is my average heart rate during runs on days when I slept 13 hours or less?,163.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes <= 13*60'))['averageHeartRate'].mean()"
What is the standard deviation of my awake minutes over the last 21 days?,15.08,daily_metrics.during('last 21 days')['awake_minutes'].std()
How much time have I slept in total?,12697.79,daily_metrics['sleep_minutes'].sum()
What is my average calorie expenditure for runs where I burned at least 43 calories?,146.0,"exercise_entries.query('activityName == ""Run"" and calories >= 43')['calories'].mean()"
What is my highest percentage of light sleep today?,44.77,daily_metrics.during('today')['light_sleep_percent'].max()
"In the past 21 days, what was the distance of my longest run?",13700.79,"exercise_entries.query('activityName == ""Run""').during('last 21 days')['distance'].max()"
What was my highest percentage of light sleep during the past 14 days?,63.75,daily_metrics.during('last 14 days')['light_sleep_percent'].max()
What is the total duration of my runs that were 41 minutes or less?,14.52,"exercise_entries.query('activityName == ""Run"" and duration <= 41')['duration'].sum()"
What was the lowest number of minutes I spent in light sleep over the past 7 days?,168.42,daily_metrics.during('last 7 days')['light_sleep_minutes'].min()
What was my lowest sleep time in the last 14 days?,381.07,daily_metrics.during('last 14 days')['sleep_minutes'].min()
What was the standard deviation of my deep sleep percentage over the past 14 days?,3.82,daily_metrics.during('last 14 days')['deep_sleep_percent'].std()
What was my lowest number of REM sleep minutes in the past 7 days?,58.79,daily_metrics.during('last 7 days')['rem_sleep_minutes'].min()
What is my average REM sleep time in minutes for today?,109.73,daily_metrics.during('today')['rem_sleep_minutes'].mean()
What was the duration of my most recent run within the last 21 days?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What is my average heart rate for runs on days when I slept for less than 11 hours?,163.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes < 11*60'))['averageHeartRate'].mean()"
What is my average deep sleep percentage?,14.01,daily_metrics['deep_sleep_percent'].mean()
What was my total average heart rate for my last four runs within the past 14 days?,163.0,"exercise_entries.query('activityName == ""Run""').during('last 14 days')['averageHeartRate'][-4:].sum()"
What was my median heart rate over the past 14 days?,56.9,daily_metrics.during('last 14 days')['resting_heart_rate'].median()
What is the lowest number of minutes I spent in light sleep today?,187.69,daily_metrics.during('today')['light_sleep_minutes'].min()
What was the combined speed of my last two runs within the past 30 days?,943.8,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['speed'][-2:].sum()"
What was the standard deviation of my light sleep minutes over the past 14 days?,56.98,daily_metrics.during('last 14 days')['light_sleep_minutes'].std()
How many steps have I taken while running in the last 9 days?,1816.0,"exercise_entries.query('activityName == ""Run""').during('last 9 days')['steps'].sum()"
What were my highest deep sleep minutes in the past 14 days?,83.18,daily_metrics.during('last 14 days')['deep_sleep_minutes'].max()
What is the average number of minutes I spend in light sleep?,263.45,daily_metrics['light_sleep_minutes'].mean()
What were my lowest awake minutes over the past seven days?,28.56,daily_metrics.during('last 7 days')['awake_minutes'].min()
What is the total elevation gain for my runs over the past 22 days?,105.93,"exercise_entries.query('activityName == ""Run""').during('last 22 days')['elevationGain'].sum()"
What was my highest percentage of REM sleep today?,26.17,daily_metrics.during('today')['rem_sleep_percent'].max()
What was my highest heart rate?,61.71,daily_metrics['resting_heart_rate'].max()
How many days today did I have less than 22 hours of REM sleep?,1,daily_metrics.query('rem_sleep_minutes < 22*60').during('today')['datetime'].drop_duplicates().count()
What is my total number of active zone minutes in the last 30 days?,618.64,daily_metrics.during('last 30 days')['active_zone_minutes'].sum()
What was my highest heart rate variability over the past 21 days?,51.1,daily_metrics.during('last 21 days')['heart_rate_variability'].max()
What was my highest REM sleep percentage in the last 14 days?,26.17,daily_metrics.during('last 14 days')['rem_sleep_percent'].max()
What is the duration of my longest run?,14.52,"exercise_entries.query('activityName == ""Run""')['duration'].max()"
What was the standard deviation of my active zone minutes over the past 21 days?,15.27,daily_metrics.during('last 21 days')['active_zone_minutes'].std()
What was my shortest duration of being awake within the past 14 days?,28.4,daily_metrics.during('last 14 days')['awake_minutes'].min()
How many days have I run in the past 14 days?,1,"exercise_entries.query('activityName == ""Run""').during('last 14 days')['datetime'].drop_duplicates().count()"
What unique exercise activities have I participated in?,Run,exercise_entries['activityName'].drop_duplicates().iloc[0]
What was my median light sleep percentage over the last 30 days?,56.28,daily_metrics.during('last 30 days')['light_sleep_percent'].median()
What was my total resting heart rate over the past 14 days?,685.32,daily_metrics.during('last 14 days')['resting_heart_rate'].sum()
What is the standard deviation of my steps over the past 14 days?,5655.74,daily_metrics.during('last 14 days')['steps'].std()
What is the average percentage of time I spent in deep sleep today?,14.3,daily_metrics.during('today')['deep_sleep_percent'].mean()
What was the distance of my longest run within the last 7 days?,13700.79,"exercise_entries.query('activityName == ""Run""').during('last 7 days')['distance'].max()"
What is my total REM sleep time for the last 30 days?,2386.32,daily_metrics.during('last 30 days')['rem_sleep_minutes'].sum()
How many days did I sleep less than 2 hours?,28,daily_metrics.query('sleep_minutes < 2*60')['datetime'].drop_duplicates().count()
What was my average step count today?,8316.51,daily_metrics.during('today')['steps'].mean()
"During the last 14 days, when did I run the furthest distance?",13700.79,"exercise_entries.query('activityName == ""Run""').during('last 14 days')['distance'].max()"
What was my average number of minutes awake over the past 30 days?,52.49,daily_metrics.during('last 30 days')['awake_minutes'].mean()
What have been my highest active zone minutes in the last 14 days?,44.87,daily_metrics.during('last 14 days')['active_zone_minutes'].max()
What was my lowest percentage of light sleep in the past 7 days?,42.75,daily_metrics.during('last 7 days')['light_sleep_percent'].min()
What was my highest number of awake minutes today?,61.86,daily_metrics.during('today')['awake_minutes'].max()
What was the maximum number of REM sleep minutes I had yesterday?,58.79,daily_metrics.during('yesterday')['rem_sleep_minutes'].max()
What was my standard deviation of sleep time over the past 14 days?,65.83,daily_metrics.during('last 14 days')['sleep_minutes'].std()
What was my lowest REM sleep percentage in the past 14 days?,14.13,daily_metrics.during('last 14 days')['rem_sleep_percent'].min()
What was my lowest number of awake minutes in the past 21 days?,28.4,daily_metrics.during('last 21 days')['awake_minutes'].min()
What was my median deep sleep percentage over the past 7 days?,14.56,daily_metrics.during('last 7 days')['deep_sleep_percent'].median()
What was my lowest percentage of deep sleep in the last 21 days?,4.44,daily_metrics.during('last 21 days')['deep_sleep_percent'].min()
What was my percentage of light sleep on the most recent day I went for a run?,61.51,"daily_metrics.on_days(exercise_entries.where('activityName == ""Run""').max())['light_sleep_percent'].mean()"
What is the total percentage of time I am awake?,298.81,daily_metrics['awake_percent'].sum()
What is the lowest number of minutes I was awake?,25.82,daily_metrics['awake_minutes'].min()
What was my median deep sleep percentage over the past 21 days?,14.56,daily_metrics.during('last 21 days')['deep_sleep_percent'].median()
What is my average calorie burn for runs on days when my elevation gain exceeds 18 units?,146.0,"exercise_entries.query('activityName == ""Run""').on_days(exercise_entries.where('elevationGain > 18'))['calories'].mean()"
What is my standard deviation of REM sleep minutes over the past 7 days?,25.47,daily_metrics.during('last 7 days')['rem_sleep_minutes'].std()
What was my lowest number of deep sleep minutes yesterday?,77.63,daily_metrics.during('yesterday')['deep_sleep_minutes'].min()
What was the standard deviation of my heart rate variability over the past 21 days?,9.02,daily_metrics.during('last 21 days')['heart_rate_variability'].std()
What was my average awake percentage over the past 14 days?,11.43,daily_metrics.during('last 14 days')['awake_percent'].mean()
What was my median number of active zone minutes over the past 21 days?,25.42,daily_metrics.during('last 21 days')['active_zone_minutes'].median()
What was the standard deviation of my light sleep minutes over the past 30 days?,59.34,daily_metrics.during('last 30 days')['light_sleep_minutes'].std()
What unique activities have I performed in the past 30 days?,Run,exercise_entries.during('last 30 days')['activityName'].drop_duplicates().iloc[0]
What is the total number of steps I took while running during the last 8 days?,1816.0,"exercise_entries.query('activityName == ""Run""').during('last 8 days')['steps'].sum()"
What was my average number of steps taken today?,8316.51,daily_metrics.during('today')['steps'].mean()
"On days when I have more than 15 minutes of deep sleep, what is my total elevation gain from running?",105.93,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('deep_sleep_minutes > 15'))['elevationGain'].sum()"
What was my average running speed over the last 15 days?,943.8,"exercise_entries.query('activityName == ""Run""').during('last 15 days')['speed'].mean()"
What unique activities did I participate in today?,Run,exercise_entries.during('today')['activityName'].drop_duplicates().iloc[0]
How many minutes did I sleep yesterday?,416.14,daily_metrics.during('yesterday')['sleep_minutes'].sum()
What was the median number of minutes I spent in deep sleep over the past 7 days?,75.47,daily_metrics.during('last 7 days')['deep_sleep_minutes'].median()
What was my median number of active zone minutes over the past 14 days?,20.51,daily_metrics.during('last 14 days')['active_zone_minutes'].median()
