question,label,code
"On days when I sleep for more than 424 minutes, what is the total of my average heart rate during sports activities?",0.0,"exercise_entries.query('activityName == ""Sport""').on_days(daily_metrics.where('sleep_minutes > 424'))['averageHeartRate'].sum()"
What was my total elliptical speed on days when I slept for at least 114 minutes?,0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes >= 114'))['speed'].sum()"
What is the total number of active zone minutes I had on days when I slept less than 19 hours and went hiking?,0.0,"exercise_entries.query('activityName == ""Hike""').on_days(daily_metrics.where('sleep_minutes < 19*60'))['activeZoneMinutes'].sum()"
"On days when I have 99 minutes or less of deep sleep, what is the total number of calories I burn during workouts?",0.0,"exercise_entries.query('activityName == ""Workout""').on_days(daily_metrics.where('deep_sleep_minutes <= 99'))['calories'].sum()"
How many days during the last 21 days did I sleep for exactly 545 minutes?,0,daily_metrics.query('sleep_minutes == 545').during('last 21 days')['datetime'].drop_duplicates().count()
"On days when I am awake for more than 14%, what is my total heart rate during yoga sessions?",0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(daily_metrics.where('awake_percent > 14'))['averageHeartRate'].sum()"
What is my total elevation gain for interval workouts on days when my active zone minutes are less than 30?,0.0,"exercise_entries.query('activityName == ""Interval Workout""').on_days(exercise_entries.where('activeZoneMinutes < 30'))['elevationGain'].sum()"
What is the sum of my elliptical workout speeds that were greater than 35?,0.0,"exercise_entries.query('activityName == ""Eliptical"" and speed > 35')['speed'].sum()"
What is the total distance I covered during workouts where I had less than 56 active zone minutes?,0.0,"exercise_entries.query('activityName == ""Workout""').on_days(exercise_entries.where('activeZoneMinutes < 56'))['speed'].sum()"
How many days did I swim for at least 56 minutes?,0,"exercise_entries.query('activityName == ""Swim"" and duration >= 56')['datetime'].drop_duplicates().count()"
What was the total number of steps I took during my last 5 yoga sessions within the past 14 days?,0.0,"exercise_entries.query('activityName == ""Yoga""').during('last 14 days')['steps'][-5:].sum()"
How many days have I biked today?,0,"exercise_entries.query('activityName == ""Bike""').during('today')['datetime'].drop_duplicates().count()"
How many bike steps have I taken in the last 5 days?,0.0,"exercise_entries.query('activityName == ""Bike""').during('last 5 days')['steps'].sum()"
How many days did I bike for a distance of 74 or more?,0,"exercise_entries.query('activityName == ""Bike"" and distance >= 74')['datetime'].drop_duplicates().count()"
What was my average heart rate sum during my last three aerobic workouts yesterday?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('yesterday')['averageHeartRate'][-3:].sum()"
"What is the total number of steps I have taken while biking, where each biking session has 93 steps or fewer?",0.0,"exercise_entries.query('activityName == ""Bike"" and steps <= 93')['steps'].sum()"
Could you please calculate the total calories I burned during weightlifting sessions on days when I slept for 435 minutes or less?,0.0,"exercise_entries.query('activityName == ""Weights""').on_days(daily_metrics.where('sleep_minutes <= 435'))['calories'].sum()"
What is my total number of Active Zone Minutes (AZMs) for hikes taken on days when I slept for 53 minutes or more?,0.0,"exercise_entries.query('activityName == ""Hike""').on_days(daily_metrics.where('sleep_minutes >= 53'))['activeZoneMinutes'].sum()"
What was the total duration of yoga I did yesterday?,0.0,"exercise_entries.query('activityName == ""Yoga""').during('yesterday')['duration'].sum()"
How long did I spend on the elliptical in the last 14 days?,0.0,"exercise_entries.query('activityName == ""Eliptical""').during('last 14 days')['duration'].sum()"
What was the total distance I covered during my first three bike rides today?,0.0,"exercise_entries.query('activityName == ""Bike""').during('today')['distance'][:3].sum()"
What was my total number of active zone minutes for my last five bike rides yesterday?,0.0,"exercise_entries.query('activityName == ""Bike""').during('yesterday')['activeZoneMinutes'][-5:].sum()"
On how many days did I bike while burning 82 calories or less?,0,"exercise_entries.query('activityName == ""Bike"" and calories <= 82')['datetime'].drop_duplicates().count()"
How long have I walked in the last 21 days?,0.0,"exercise_entries.query('activityName == ""Walk""').during('last 21 days')['duration'].sum()"
What is my total elevation gain on the elliptical on days when I slept for less than 13 hours?,0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes < 13*60'))['elevationGain'].sum()"
How many days have I done yoga in the past 21 days?,0,"exercise_entries.query('activityName == ""Yoga""').during('last 21 days')['datetime'].drop_duplicates().count()"
How long have I spent biking in the last 21 days?,0.0,"exercise_entries.query('activityName == ""Bike""').during('last 21 days')['duration'].sum()"
What is the total duration of my bike rides that are 55 minutes or longer?,0.0,"exercise_entries.query('activityName == ""Bike"" and duration >= 55')['duration'].sum()"
How many times have I walked today?,0,"exercise_entries.query('activityName == ""Walk""').during('today').shape[0]"
What was my total active zone minutes for my first three interval workouts?,0.0,"exercise_entries.query('activityName == ""Interval Workout""')['activeZoneMinutes'][:3].sum()"
What is my total elevation gain for walks I took on days when I had less than 690 minutes of REM sleep?,0.0,"exercise_entries.query('activityName == ""Walk""').on_days(daily_metrics.where('rem_sleep_minutes < 690'))['elevationGain'].sum()"
What is the total time I spent swimming for sessions lasting 4 minutes or less?,0.0,"exercise_entries.query('activityName == ""Swim"" and duration <= 4')['duration'].sum()"
What is the total number of steps I took on hikes where I took at least 47 steps?,0.0,"exercise_entries.query('activityName == ""Hike"" and steps >= 47')['steps'].sum()"
What is my total elevation gain for bike rides where I covered a distance of at least 75 units?,0.0,"exercise_entries.query('activityName == ""Bike""').on_days(exercise_entries.where('distance >= 75'))['elevationGain'].sum()"
How long did I walk today?,0.0,"exercise_entries.query('activityName == ""Walk""').during('today')['duration'].sum()"
What is my average speed during aerobic workouts on days when I sleep less than 585 minutes?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes < 585'))['speed'].mean()"
What is the total time I spent biking on days when my speed was less than or equal to 88?,0.0,"exercise_entries.query('activityName == ""Bike""').on_days(exercise_entries.where('speed <= 88'))['duration'].sum()"
"What is the total number of steps I took while running, where each run had 41 or fewer steps?",0.0,"exercise_entries.query('activityName == ""Run"" and steps <= 41')['steps'].sum()"
What was my average speed during my last aerobic workout?,0.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Aerobic Workout""').max())['speed'].mean()"
What was my lowest REM sleep percentage in the last 30 days?,0.0,daily_metrics.during('last 30 days')['rem_sleep_percent'].min()
How many days did I have workouts with distances less than 95 units?,0,"exercise_entries.query('activityName == ""Workout"" and distance < 95')['datetime'].drop_duplicates().count()"
How many days did I hike in the last 14 days?,0,"exercise_entries.query('activityName == ""Hike""').during('last 14 days')['datetime'].drop_duplicates().count()"
What is the total elevation gain for days when I engage in sports activities and my heart rate exceeds 19?,0.0,"exercise_entries.query('activityName == ""Sport""').on_days(exercise_entries.where('averageHeartRate > 19'))['elevationGain'].sum()"
What is the total number of steps I took during interval workouts on days when I slept less than 18 hours?,0.0,"exercise_entries.query('activityName == ""Interval Workout""').on_days(daily_metrics.where('sleep_minutes < 18*60'))['steps'].sum()"
What was my total number of steps during my first five yoga sessions in the last 30 days?,0.0,"exercise_entries.query('activityName == ""Yoga""').during('last 30 days')['steps'][:5].sum()"
How many days in the past week have I slept deeply for at least 6 hours?,0,daily_metrics.query('deep_sleep_minutes >= 6*60').during('last week')['datetime'].drop_duplicates().count()
What is the total distance I hiked on days when I slept less than 19 hours?,0.0,"exercise_entries.query('activityName == ""Hike""').on_days(daily_metrics.where('sleep_minutes < 19*60'))['distance'].sum()"
What is my total swim speed on days when I slept deeply for 229 minutes or less?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(daily_metrics.where('deep_sleep_minutes <= 229'))['speed'].sum()"
How many times have I used the treadmill in the past 14 days?,0,"exercise_entries.query('activityName == ""Treadmill""').during('last 14 days').shape[0]"
"On days when I have taken more than 77 steps, what is my total number of active zone minutes for yoga?",0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(exercise_entries.where('steps > 77'))['activeZoneMinutes'].sum()"
What is my average aerobic workout distance on days when I have more than 145 minutes of light sleep?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('light_sleep_minutes > 145'))['distance'].mean()"
What is the total amount of time I spent swimming on days when my light sleep percentage was less than 95%?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(daily_metrics.where('light_sleep_percent < 95'))['duration'].sum()"
How many days did I use the elliptical for at least 30 steps?,0,"exercise_entries.query('activityName == ""Eliptical"" and steps >= 30')['datetime'].drop_duplicates().count()"
What is my total heart rate for yoga sessions where my speed was less than or equal to 42?,0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(exercise_entries.where('speed <= 42'))['averageHeartRate'].sum()"
What is my average distance for runs that are less than or equal to 92 units?,0.0,"exercise_entries.query('activityName == ""Run"" and distance < 92')['distance'].mean()"
How many days within the last 14 days did I sleep for 26 minutes?,0,daily_metrics.query('sleep_minutes == 26').during('last 14 days')['datetime'].drop_duplicates().count()
How many days did I have more than 12 hours of REM sleep?,0,daily_metrics.query('rem_sleep_minutes > 12*60')['datetime'].drop_duplicates().count()
How many times did I go swimming yesterday?,0,"exercise_entries.query('activityName == ""Swim""').during('yesterday').shape[0]"
"On days when I took less than 73 steps, what was my total distance walked?",0.0,"exercise_entries.query('activityName == ""Walk""').on_days(exercise_entries.where('steps < 73'))['distance'].sum()"
What was my average heart rate during my last four sport activities yesterday?,0.0,"exercise_entries.query('activityName == ""Sport""').during('yesterday')['averageHeartRate'][-4:].sum()"
How many days did I lift weights in the last 7 days?,0,"exercise_entries.query('activityName == ""Weights""').during('last 7 days')['datetime'].drop_duplicates().count()"
How many days did I swim and take more than 47 steps?,0,"exercise_entries.query('activityName == ""Swim"" and steps > 47')['datetime'].drop_duplicates().count()"
How long did I spend using the elliptical in the past 7 days?,0.0,"exercise_entries.query('activityName == ""Eliptical""').during('last 7 days')['duration'].sum()"
How many days have I done an aerobic workout today?,0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('today')['datetime'].drop_duplicates().count()"
What is my total active zone minutes on the treadmill for days when my elevation gain was less than or equal to 96?,0.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(exercise_entries.where('elevationGain <= 96'))['activeZoneMinutes'].sum()"
"On days when I have at least 4 minutes of light sleep, what is the total number of steps I take while biking?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('light_sleep_minutes >= 4'))['steps'].sum()"
What was the total speed of my last four sport activities within the last 30 days?,0.0,"exercise_entries.query('activityName == ""Sport""').during('last 30 days')['speed'][-4:].sum()"
How many times have I swum today?,0,"exercise_entries.query('activityName == ""Swim""').during('today').shape[0]"
What is the total duration of my workouts over the last 22 days?,0.0,"exercise_entries.query('activityName == ""Workout""').during('last 22 days')['duration'].sum()"
How many times did I use the treadmill today?,0,"exercise_entries.query('activityName == ""Treadmill""').during('today').shape[0]"
How many steps did I take while doing sports in the last 13 days?,0.0,"exercise_entries.query('activityName == ""Sport""').during('last 13 days')['steps'].sum()"
"On days when I have 42 minutes or less of deep sleep, what is the total distance I bike?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(daily_metrics.where('deep_sleep_minutes <= 42'))['distance'].sum()"
How many times have I engaged in sports activities over the past 21 days?,0,"exercise_entries.query('activityName == ""Sport""').during('last 21 days').shape[0]"
How long did I spend swimming on days when I slept for 358 minutes or less?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(daily_metrics.where('sleep_minutes <= 358'))['duration'].sum()"
What is the total speed I achieved during weightlifting exercises on days when I slept less than 405 minutes?,0.0,"exercise_entries.query('activityName == ""Weights""').on_days(daily_metrics.where('sleep_minutes < 405'))['speed'].sum()"
"On days when I slept for more than 9 hours, how many calories did I burn during yoga?",0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(daily_metrics.where('sleep_minutes > 9*60'))['calories'].sum()"
How many minutes of light sleep did I get yesterday?,0,daily_metrics.during('yesterday')['light_sleep_minutes'].iloc[0]
What is the total distance I covered in workouts on days when I slept less than 18 hours?,0.0,"exercise_entries.query('activityName == ""Workout""').on_days(daily_metrics.where('sleep_minutes < 18*60'))['distance'].sum()"
What was the total duration of my first two swims in the last 21 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 21 days')['duration'][:2].sum()"
What is my total number of Active Zone Minutes (AZMs) accumulated from sports activities where I exceeded 27 AZMs?,0.0,"exercise_entries.query('activityName == ""Sport"" and activeZoneMinutes > 27')['activeZoneMinutes'].sum()"
What is the sum of my calories across activities involving sport where the calories are less than 10?,0.0,"exercise_entries.query('activityName == ""Sport"" and calories < 10')['calories'].sum()"
How many interval workouts did I do yesterday?,0,"exercise_entries.query('activityName == ""Interval Workout""').during('yesterday').shape[0]"
What is the total duration of my first three yoga sessions in the last 14 days?,0.0,"exercise_entries.query('activityName == ""Yoga""').during('last 14 days')['duration'][:3].sum()"
What is the total number of calories I burned during my first four sports activities in the last 30 days?,0.0,"exercise_entries.query('activityName == ""Sport""').during('last 30 days')['calories'][:4].sum()"
"On days when I have more than 48 active zone minutes, what is the total number of steps I take while biking?",0.0,"exercise_entries.query('activityName == ""Bike""').on_days(exercise_entries.where('activeZoneMinutes > 48'))['steps'].sum()"
What is the total number of steps I took during my workouts in the last 23 days?,0.0,"exercise_entries.query('activityName == ""Workout""').during('last 23 days')['steps'].sum()"
"On days when I took more than 99 steps, what was the total elevation gain from my elliptical workouts?",0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('steps > 99'))['elevationGain'].sum()"
What is the total distance I have covered on the treadmill for distances greater than 93?,20991.8,"exercise_entries.query('activityName == ""Treadmill"" and distance > 93')['distance'].sum()"
"On days when I have at least 37 minutes of light sleep, what is my total running speed?",781.74,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('light_sleep_minutes >= 37'))['speed'].sum()"
What was my lowest awake percentage over the past 14 days?,8.47,daily_metrics.during('last 14 days')['awake_percent'].min()
What was my average heart rate during my last treadmill workout?,118.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Treadmill""').max())['averageHeartRate'].mean()"
How long did I sleep today?,328.8,daily_metrics.during('today')['sleep_minutes'].sum()
What was the duration of my most recent run within the last 7 days?,15.6,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What was my highest number of deep sleep minutes in the past 21 days?,100.88,daily_metrics.during('last 21 days')['deep_sleep_minutes'].max()
What was my average awake percentage over the past 7 days?,12.24,daily_metrics.during('last 7 days')['awake_percent'].mean()
What is my highest number of awake minutes?,89.05,daily_metrics['awake_minutes'].max()
What was my average number of minutes slept?,454.84,daily_metrics['sleep_minutes'].mean()
What is the total number of steps I took during my last four aerobic workouts within the past 30 days?,1393.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 30 days')['steps'][-4:].sum()"
What was the duration of my lightest sleep today in minutes?,182.53,daily_metrics.during('today')['light_sleep_minutes'].min()
How many days did I have 639 minutes or less of light sleep today?,1,daily_metrics.query('light_sleep_minutes <= 639').during('today')['datetime'].drop_duplicates().count()
What is the median value of my resting heart rate?,59.78,daily_metrics['resting_heart_rate'].median()
What is the standard deviation of my resting heart rate?,3.62,daily_metrics['resting_heart_rate'].std()
How many days in the past week did I get less than 1 hour of deep sleep?,4,daily_metrics.query('deep_sleep_minutes < 1*60').during('last week')['datetime'].drop_duplicates().count()
What was my total percentage of light sleep during the past 14 days?,753.44,daily_metrics.during('last 14 days')['light_sleep_percent'].sum()
What was the average number of minutes I spent in light sleep over the past 14 days?,242.42,daily_metrics.during('last 14 days')['light_sleep_minutes'].mean()
What was my median number of active zone minutes over the past 21 days?,38.33,daily_metrics.during('last 21 days')['active_zone_minutes'].median()
What is the mean duration of my last run?,15.6,"exercise_entries.on_days(exercise_entries.where('activityName == ""Run""').max())['duration'].mean()"
What was my highest awake percentage in the last 21 days?,19.93,daily_metrics.during('last 21 days')['awake_percent'].max()
What was my highest percentage of deep sleep in the past 14 days?,30.58,daily_metrics.during('last 14 days')['deep_sleep_percent'].max()
How many days have I run in the past 21 days?,1,"exercise_entries.query('activityName == ""Run""').during('last 21 days')['datetime'].drop_duplicates().count()"
"On days when my resting heart rate exceeds 30, what is my average calorie expenditure on the treadmill?",479.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('resting_heart_rate > 30'))['calories'].mean()"
What percentage of my sleep today was light sleep?,55.51,daily_metrics.during('today')['light_sleep_percent'].sum()
What is the total elevation gain for my aerobic workouts where the elevation gain was 6 or higher?,396.24,"exercise_entries.query('activityName == ""Aerobic Workout"" and elevationGain >= 6')['elevationGain'].sum()"
What was the lowest number of REM sleep minutes I had yesterday?,117.32,daily_metrics.during('yesterday')['rem_sleep_minutes'].min()
What was my average heart rate during my last four treadmill sessions within the past 21 days?,118.0,"exercise_entries.query('activityName == ""Treadmill""').during('last 21 days')['averageHeartRate'][-4:].mean()"
What was my average heart rate variability over the past 30 days?,40.26,daily_metrics.during('last 30 days')['heart_rate_variability'].mean()
What is the total sum of my heart rate variability?,1167.65,daily_metrics['heart_rate_variability'].sum()
How long was my most recent run?,15.6,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What was my highest resting heart rate in the past 14 days?,63.95,daily_metrics.during('last 14 days')['resting_heart_rate'].max()
What is the standard deviation of my active zone minutes over the past 21 days?,19.2,daily_metrics.during('last 21 days')['active_zone_minutes'].std()
What is my average duration for runs that are 97 minutes or less?,18.47,"exercise_entries.query('activityName == ""Run"" and duration < 97')['duration'].mean()"
"On days when my deep sleep is less than 616 minutes, what is my total elevation gain during aerobic workouts?",396.24,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('deep_sleep_minutes < 616'))['elevationGain'].sum()"
How many times have I run?,2,"exercise_entries.query('activityName == ""Run""').shape[0]"
"Over the past 21 days, what was the total percentage of time I was awake?",248.77,daily_metrics.during('last 21 days')['awake_percent'].sum()
What was my average number of deep sleep minutes over the past 7 days?,66.02,daily_metrics.during('last 7 days')['deep_sleep_minutes'].mean()
What was my median number of minutes awake today?,57.82,daily_metrics.during('today')['awake_minutes'].median()
What was my lowest number of active zone minutes today?,38.34,daily_metrics.during('today')['active_zone_minutes'].min()
How long did I run for in total?,36.93,"exercise_entries.query('activityName == ""Run""')['duration'].sum()"
What was my total percentage of deep sleep over the last 14 days?,205.17,daily_metrics.during('last 14 days')['deep_sleep_percent'].sum()
How long did I spend doing aerobic workouts?,31.57,"exercise_entries.query('activityName == ""Aerobic Workout""')['duration'].sum()"
"On days when I slept less than 7 hours deeply, what is the total number of steps I took on the treadmill?",3189.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('deep_sleep_minutes < 7*60'))['steps'].sum()"
What is the longest distance I have run in the last 7 days?,12195.1,"exercise_entries.query('activityName == ""Run""').during('last 7 days')['distance'].max()"
What was my lowest number of deep sleep minutes in the last 14 days?,20.26,daily_metrics.during('last 14 days')['deep_sleep_minutes'].min()
What is the highest percentage of light sleep I have experienced today?,55.51,daily_metrics.during('today')['light_sleep_percent'].max()
What was my highest number of deep sleep minutes yesterday?,82.41,daily_metrics.during('yesterday')['deep_sleep_minutes'].max()
What is the total of my heart rate readings while running on days when I slept for less than 16 hours?,271.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes < 16*60'))['averageHeartRate'].sum()"
What is my total elevation gain for runs where my speed was at least 11?,630.67,"exercise_entries.query('activityName == ""Run""').on_days(exercise_entries.where('speed >= 11'))['elevationGain'].sum()"
What was my median deep sleep percentage over the past 30 days?,13.74,daily_metrics.during('last 30 days')['deep_sleep_percent'].median()
How many days have I had more than 1 hour of deep sleep?,18,daily_metrics.query('deep_sleep_minutes > 1*60')['datetime'].drop_duplicates().count()
What is the standard deviation of my deep sleep minutes over the last 21 days?,19.34,daily_metrics.during('last 21 days')['deep_sleep_minutes'].std()
What is the maximum number of minutes I spent in light sleep?,358.28,daily_metrics['light_sleep_minutes'].max()
What were my highest daily active zone minutes?,162.66,daily_metrics['active_zone_minutes'].max()
"On days when I have 197 minutes or less of REM sleep, what is my average running speed?",390.87,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('rem_sleep_minutes <= 197'))['speed'].mean()"
What was my highest number of deep sleep minutes in the last 14 days?,100.88,daily_metrics.during('last 14 days')['deep_sleep_minutes'].max()
What was my total heart rate variability over the last 14 days?,710.35,daily_metrics.during('last 14 days')['heart_rate_variability'].sum()
"On the most recent day I used the treadmill, what percentage of my sleep was deep sleep?",13.71,"daily_metrics.on_days(exercise_entries.where('activityName == ""Treadmill""').max())['deep_sleep_percent'].mean()"
What is the standard deviation of my REM sleep percentage over the past 21 days?,7.57,daily_metrics.during('last 21 days')['rem_sleep_percent'].std()
What was my median time spent awake in the last 30 days?,58.48,daily_metrics.during('last 30 days')['awake_minutes'].median()
Could you please tell me the standard deviation of my deep sleep minutes over the past 21 days?,19.34,daily_metrics.during('last 21 days')['deep_sleep_minutes'].std()
What was the total number of active zone minutes I had yesterday?,33.92,daily_metrics.during('yesterday')['active_zone_minutes'].sum()
How many minutes of aerobic workouts have I done in the last 30 days?,31.57,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 30 days')['duration'].sum()"
What is the total number of active zone minutes I have today?,38.34,daily_metrics.during('today')['active_zone_minutes'].sum()
What were my lowest minutes of light sleep over the past 14 days?,114.38,daily_metrics.during('last 14 days')['light_sleep_minutes'].min()
What has been my average REM sleep percentage over the past 21 days?,19.7,daily_metrics.during('last 21 days')['rem_sleep_percent'].mean()
What was my highest resting heart rate in the past 7 days?,63.95,daily_metrics.during('last 7 days')['resting_heart_rate'].max()
What was my highest percentage of deep sleep today?,14.34,daily_metrics.during('today')['deep_sleep_percent'].max()
How long did I spend on the treadmill in total?,48.63,"exercise_entries.query('activityName == ""Treadmill""')['duration'].sum()"
What is the median number of minutes I was awake today?,57.82,daily_metrics.during('today')['awake_minutes'].median()
What was the average distance of my last run?,12195.1,"exercise_entries.on_days(exercise_entries.where('activityName == ""Run""').max())['distance'].mean()"
What was my REM sleep percentage on the most recent day I did an aerobic workout?,33.53,"daily_metrics.on_days(exercise_entries.where('activityName == ""Aerobic Workout""').max())['rem_sleep_percent'].mean()"
What was the maximum number of minutes I slept in the last 21 days?,588.24,daily_metrics.during('last 21 days')['sleep_minutes'].max()
What was the standard deviation of my light sleep percentage over the past seven days?,4.26,daily_metrics.during('last 7 days')['light_sleep_percent'].std()
What is the standard deviation of my steps?,3570.9,daily_metrics['steps'].std()
What is the standard deviation of my light sleep percentage over the past 14 days?,5.74,daily_metrics.during('last 14 days')['light_sleep_percent'].std()
What was my total heart rate variability over the last 30 days?,1167.65,daily_metrics.during('last 30 days')['heart_rate_variability'].sum()
What was the distance of my longest run within the last 7 days?,12195.1,"exercise_entries.query('activityName == ""Run""').during('last 7 days')['distance'].max()"
What was my average active zone minutes for my first four runs within the last 21 days?,18.0,"exercise_entries.query('activityName == ""Run""').during('last 21 days')['activeZoneMinutes'][:4].mean()"
What was my average heart rate variability today?,65.07,daily_metrics.during('today')['heart_rate_variability'].mean()
What is my median number of deep sleep minutes today?,47.15,daily_metrics.during('today')['deep_sleep_minutes'].median()
What has been my median heart rate variability over the last 21 days?,43.48,daily_metrics.during('last 21 days')['heart_rate_variability'].median()
How many minutes of sleep have I gotten in the last 14 days?,6277.98,daily_metrics.during('last 14 days')['sleep_minutes'].sum()
"On days when I have taken at least 79 steps, what is the total number of calories I have burned on the treadmill?",479.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(exercise_entries.where('steps >= 79'))['calories'].sum()"
What were my average steps taken yesterday?,14042.88,daily_metrics.during('yesterday')['steps'].mean()
What was my maximum resting heart rate today?,61.46,daily_metrics.during('today')['resting_heart_rate'].max()
Could you please tell me what my median resting heart rate was yesterday?,62.27,daily_metrics.during('yesterday')['resting_heart_rate'].median()
How long was my last run?,15.6,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
"On days when I slept less than 652 minutes, what was my average number of steps on the treadmill?",3189.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes < 652'))['steps'].mean()"
What was my total REM sleep percentage yesterday?,22.74,daily_metrics.during('yesterday')['rem_sleep_percent'].sum()
What is the total number of steps I took while running over the past 18 days?,1887.0,"exercise_entries.query('activityName == ""Run""').during('last 18 days')['steps'].sum()"
What was my average speed during my last run?,781.74,"exercise_entries.on_days(exercise_entries.where('activityName == ""Run""').max())['speed'].mean()"
How many days did I sleep for less than 475 minutes?,16,daily_metrics.query('sleep_minutes < 475')['datetime'].drop_duplicates().count()
What was the date of my longest run within the last 7 days?,12195.1,"exercise_entries.query('activityName == ""Run""').during('last 7 days')['distance'].max()"
What is the total number of calories I burned during runs where I burned more than 31 calories?,324.0,"exercise_entries.query('activityName == ""Run"" and calories > 31')['calories'].sum()"
What was my average sleep duration over the past 14 days?,448.43,daily_metrics.during('last 14 days')['sleep_minutes'].mean()
What was my highest percentage of light sleep yesterday?,49.79,daily_metrics.during('yesterday')['light_sleep_percent'].max()
How long was my most recent run within the last 21 days?,15.6,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What was the distance of my longest run in the last 7 days?,12195.1,"exercise_entries.query('activityName == ""Run""').during('last 7 days')['distance'].max()"
What was my average heart rate during my last treadmill workout?,118.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Treadmill""').max())['averageHeartRate'].mean()"
What is the total duration of my first 4 treadmill workouts within the last 30 days?,48.63,"exercise_entries.query('activityName == ""Treadmill""').during('last 30 days')['duration'][:4].sum()"
What is the average of my resting heart rate?,60.17,daily_metrics['resting_heart_rate'].mean()
How many days have I slept for at least 181 minutes today?,1,daily_metrics.query('sleep_minutes >= 181').during('today')['datetime'].drop_duplicates().count()
How many active zone minutes did I have today?,38.34,daily_metrics.during('today')['active_zone_minutes'].sum()
What is my average deep sleep percentage for today?,14.34,daily_metrics.during('today')['deep_sleep_percent'].mean()
