question,label,code
How many days have I done interval workouts in the past 14 days?,0,"exercise_entries.query('activityName == ""Interval Workout""').during('last 14 days')['datetime'].drop_duplicates().count()"
What is the total amount of time I have spent on the elliptical for sessions longer than 25 minutes?,0.0,"exercise_entries.query('activityName == ""Eliptical"" and duration > 25')['duration'].sum()"
How many interval workouts did I do in the last 21 days?,0,"exercise_entries.query('activityName == ""Interval Workout""').during('last 21 days').shape[0]"
What is my total heart rate while swimming on days when my heart rate variability is less than or equal to 65?,0.0,"exercise_entries.query('activityName == ""Swim""').on_days(daily_metrics.where('heart_rate_variability <= 65'))['averageHeartRate'].sum()"
How long did I hike in total on days when I slept less than 122 minutes deeply?,0.0,"exercise_entries.query('activityName == ""Hike""').on_days(daily_metrics.where('deep_sleep_minutes < 122'))['duration'].sum()"
How many times have I lifted weights?,0,"exercise_entries.query('activityName == ""Weights""').shape[0]"
What is the total time I spent working out in the last 9 days?,0.0,"exercise_entries.query('activityName == ""Workout""').during('last 9 days')['duration'].sum()"
How many days did I engage in sports activities within the last 30 days?,0,"exercise_entries.query('activityName == ""Sport""').during('last 30 days')['datetime'].drop_duplicates().count()"
What is the total distance I covered in my last five aerobic workouts within the past 21 days?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 21 days')['distance'][-5:].sum()"
What is my total number of steps for weightlifting exercises where I took at least 55 steps?,0.0,"exercise_entries.query('activityName == ""Weights"" and steps >= 55')['steps'].sum()"
What is the total distance I biked during the first three bike rides in the last 21 days?,0.0,"exercise_entries.query('activityName == ""Bike""').during('last 21 days')['distance'][:3].sum()"
What is my total average heart rate while using the elliptical on days when my active zone minutes are less than 63?,0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('active_zone_minutes < 63'))['averageHeartRate'].sum()"
What was my total speed for my last two swims?,0.0,"exercise_entries.query('activityName == ""Swim""')['speed'][-2:].sum()"
How many days did I engage in workouts with a speed exceeding 52?,0,"exercise_entries.query('activityName == ""Workout"" and speed > 52')['datetime'].drop_duplicates().count()"
What was the total duration of my biking yesterday?,0.0,"exercise_entries.query('activityName == ""Bike""').during('yesterday')['duration'].sum()"
What is the total distance I covered in workouts where the distance was less than 12?,0.0,"exercise_entries.query('activityName == ""Workout"" and distance < 12')['distance'].sum()"
How many days have I used the elliptical in the past 21 days?,0,"exercise_entries.query('activityName == ""Eliptical""').during('last 21 days')['datetime'].drop_duplicates().count()"
"On days when I slept for more than 50 minutes, what is the total number of steps I took during workouts?",0.0,"exercise_entries.query('activityName == ""Workout""').on_days(daily_metrics.where('sleep_minutes > 50'))['steps'].sum()"
"On days when I had 601 minutes or less of deep sleep, what was the total time I spent weightlifting?",0.0,"exercise_entries.query('activityName == ""Weights""').on_days(daily_metrics.where('deep_sleep_minutes <= 601'))['duration'].sum()"
What is the total distance I covered during my first two interval workouts in the last 30 days?,0.0,"exercise_entries.query('activityName == ""Interval Workout""').during('last 30 days')['distance'][:2].sum()"
How many days have I lifted weights in the past 30 days?,0,"exercise_entries.query('activityName == ""Weights""').during('last 30 days')['datetime'].drop_duplicates().count()"
What is the total of my heart rate while using the elliptical on days when I slept less than 21 hours?,0.0,"exercise_entries.query('activityName == ""Eliptical""').on_days(daily_metrics.where('sleep_minutes < 21*60'))['averageHeartRate'].sum()"
How many days did I run with at least 72 steps?,0,"exercise_entries.query('activityName == ""Run"" and steps >= 72')['datetime'].drop_duplicates().count()"
What is the total number of active zone minutes I have for sports where the active zone minutes are less than or equal to 61?,0.0,"exercise_entries.query('activityName == ""Sport"" and activeZoneMinutes <= 61')['activeZoneMinutes'].sum()"
What is the total of my heart rate readings while biking when my heart rate was 57 or higher?,0.0,"exercise_entries.query('activityName == ""Bike"" and averageHeartRate >= 57')['averageHeartRate'].sum()"
What is the total distance I hiked on days with an elevation gain of 45 or less?,0.0,"exercise_entries.query('activityName == ""Hike""').on_days(exercise_entries.where('elevationGain <= 45'))['distance'].sum()"
What is the total number of calories I burned during workouts where I burned less than 52 calories?,0.0,"exercise_entries.query('activityName == ""Workout"" and calories < 52')['calories'].sum()"
How many days have I gone hiking?,0,"exercise_entries.query('activityName == ""Hike""')['datetime'].drop_duplicates().count()"
How many days yesterday did I have 47 or more minutes of REM sleep?,0,daily_metrics.query('rem_sleep_minutes >= 47').during('yesterday')['datetime'].drop_duplicates().count()
What was the total number of Active Zone Minutes (AZMs) I accumulated during my last four interval workouts within the past 30 days?,0.0,"exercise_entries.query('activityName == ""Interval Workout""').during('last 30 days')['activeZoneMinutes'][-4:].sum()"
What is my total heart rate during yoga sessions on days when I walk more than 58 steps?,0.0,"exercise_entries.query('activityName == ""Yoga""').on_days(daily_metrics.where('steps > 58'))['averageHeartRate'].sum()"
What is the total duration of my first two bike rides within the last seven days?,0.0,"exercise_entries.query('activityName == ""Bike""').during('last 7 days')['duration'][:2].sum()"
How many days did I use the treadmill with a heart rate below 71?,0,"exercise_entries.query('activityName == ""Treadmill"" and averageHeartRate < 71')['datetime'].drop_duplicates().count()"
What is the total distance I covered while engaging in sports over the last 29 days?,0.0,"exercise_entries.query('activityName == ""Sport""').during('last 29 days')['distance'].sum()"
What is the total number of calories I burned during workouts with fewer than 76 calories?,0.0,"exercise_entries.query('activityName == ""Workout"" and calories < 76')['calories'].sum()"
How long did I spend doing sports?,0.0,"exercise_entries.query('activityName == ""Sport""')['duration'].sum()"
"On days when I walk for less than 24 minutes, what is my total number of active zone minutes?",0.0,"exercise_entries.query('activityName == ""Walk""').on_days(exercise_entries.where('duration < 24'))['activeZoneMinutes'].sum()"
What is the total duration of my aerobic workouts on days when my speed exceeded 3?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(exercise_entries.where('speed > 3'))['duration'].sum()"
What were my total calories burned during my first three swim workouts within the last 21 days?,0.0,"exercise_entries.query('activityName == ""Swim""').during('last 21 days')['calories'][:3].sum()"
What was the total number of steps I took during my first two walks yesterday?,0.0,"exercise_entries.query('activityName == ""Walk""').during('yesterday')['steps'][:2].sum()"
What is the total elevation gain for my aerobic workouts where the elevation gain is less than 33?,0.0,"exercise_entries.query('activityName == ""Aerobic Workout"" and elevationGain < 33')['elevationGain'].sum()"
What was the total time I spent on the treadmill yesterday?,0.0,"exercise_entries.query('activityName == ""Treadmill""').during('yesterday')['duration'].sum()"
"On days when I slept for less than 19 hours, what is the total number of Active Zone Minutes (AZMs) I accumulated during sports activities?",0.0,"exercise_entries.query('activityName == ""Sport""').on_days(daily_metrics.where('sleep_minutes < 19*60'))['activeZoneMinutes'].sum()"
How many days did I engage in biking and burn at least 86 calories?,0,"exercise_entries.query('activityName == ""Bike"" and calories >= 86')['datetime'].drop_duplicates().count()"
Could you please calculate the total calories I burned from swimming activities where I burned less than 18 calories?,0.0,"exercise_entries.query('activityName == ""Swim"" and calories < 18')['calories'].sum()"
How many days have I swum in the last 30 days?,0,"exercise_entries.query('activityName == ""Swim""').during('last 30 days')['datetime'].drop_duplicates().count()"
What is my total calorie expenditure for runs where I burned at least 96 calories?,0.0,"exercise_entries.query('activityName == ""Run"" and calories >= 96')['calories'].sum()"
What was the total elevation gain for my two most recent walks yesterday?,0.0,"exercise_entries.query('activityName == ""Walk""').during('yesterday')['elevationGain'][-2:].sum()"
How many hikes did I take in the past 7 days?,0,"exercise_entries.query('activityName == ""Hike""').during('last 7 days').shape[0]"
"Over the past 14 days, how many days did I sleep for 16 hours?",0,daily_metrics.query('sleep_minutes == 16*60').during('last 14 days')['datetime'].drop_duplicates().count()
What was my average speed on the treadmill during the past 25 days?,162.57,"exercise_entries.query('activityName == ""Treadmill""').during('last 25 days')['speed'].mean()"
What is my average heart rate while running on the treadmill on days when I slept for less than 17 hours?,90.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes < 17*60'))['averageHeartRate'].mean()"
How many days within the last 14 days did I sleep for at least 1 minute?,12,daily_metrics.query('sleep_minutes >= 1').during('last 14 days')['datetime'].drop_duplicates().count()
What was the average number of minutes I spent in deep sleep over the past 14 days?,57.89,daily_metrics.during('last 14 days')['deep_sleep_minutes'].mean()
What is my total elevation gain for aerobic workouts on days when I slept for at least 184 minutes?,3471.16,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes >= 184'))['elevationGain'].sum()"
What were my lowest active zone minutes in the last 14 days?,4.0,daily_metrics.during('last 14 days')['active_zone_minutes'].min()
What is my average elevation gain for aerobic workouts on days when I slept for 13 hours or less?,578.53,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes <= 13*60'))['elevationGain'].mean()"
What is the median number of steps I took today?,13684.34,daily_metrics.during('today')['steps'].median()
How many times have I exercised in the last 30 days?,13,exercise_entries.during('last 30 days')['datetime'].count()
What were my highest active zone minutes in the last 30 days?,185.37,daily_metrics.during('last 30 days')['active_zone_minutes'].max()
How many minutes of deep sleep have I had in the last 7 days?,415.62,daily_metrics.during('last 7 days')['deep_sleep_minutes'].sum()
What was my highest resting heart rate over the past 7 days?,63.57,daily_metrics.during('last 7 days')['resting_heart_rate'].max()
What is the total number of minutes I spent in REM sleep today?,51.91,daily_metrics.during('today')['rem_sleep_minutes'].sum()
"On days when I slept less than 14 hours, what was my total elevation gain on the treadmill?",121.92,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes < 14*60'))['elevationGain'].sum()"
What was the median percentage of time I spent in light sleep over the past 21 days?,63.77,daily_metrics.during('last 21 days')['light_sleep_percent'].median()
What is my average calorie burn for aerobic workouts where I burn at least 70 calories?,259.17,"exercise_entries.query('activityName == ""Aerobic Workout"" and calories >= 70')['calories'].mean()"
What is the highest number of minutes I spent in REM sleep today?,51.91,daily_metrics.during('today')['rem_sleep_minutes'].max()
How many steps did I take during my aerobic workouts in the past 5 days?,2992.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 5 days')['steps'].sum()"
What was the minimum number of minutes I spent in REM sleep today?,51.91,daily_metrics.during('today')['rem_sleep_minutes'].min()
What was my average REM sleep time over the past 21 days?,63.63,daily_metrics.during('last 21 days')['rem_sleep_minutes'].mean()
What was my average speed during my last treadmill workout?,162.57,"exercise_entries.on_days(exercise_entries.where('activityName == ""Treadmill""').max())['speed'].mean()"
What is my total percentage of deep sleep today?,13.73,daily_metrics.during('today')['deep_sleep_percent'].sum()
How many days have I exercised in the past 21 days?,9,exercise_entries.during('last 21 days')['datetime'].drop_duplicates().count()
What is my median resting heart rate?,62.43,daily_metrics['resting_heart_rate'].median()
What is the highest number of minutes I have spent in deep sleep?,102.03,daily_metrics['deep_sleep_minutes'].max()
How many times have I used the treadmill in the last 21 days?,1,"exercise_entries.query('activityName == ""Treadmill""').during('last 21 days').shape[0]"
What are my mean active zone minutes for today?,151.27,daily_metrics.during('today')['active_zone_minutes'].mean()
What was the lowest number of minutes I spent in light sleep over the past 21 days?,150.52,daily_metrics.during('last 21 days')['light_sleep_minutes'].min()
What was the standard deviation of my resting heart rate over the past 7 days?,1.9,daily_metrics.during('last 7 days')['resting_heart_rate'].std()
How many days in the last week did I sleep for 490 minutes or less?,6,daily_metrics.query('sleep_minutes <= 490').during('last week')['datetime'].drop_duplicates().count()
How many days yesterday did I have 349 or fewer minutes of light sleep?,1,daily_metrics.query('light_sleep_minutes <= 349').during('yesterday')['datetime'].drop_duplicates().count()
What was my total number of active zone minutes over the past 14 days?,942.57,daily_metrics.during('last 14 days')['active_zone_minutes'].sum()
How many days today have I had at least 7 hours of sleep?,1,daily_metrics.query('sleep_minutes >= 7*60').during('today')['datetime'].drop_duplicates().count()
What was my average deep sleep time in minutes today?,67.36,daily_metrics.during('today')['deep_sleep_minutes'].mean()
What was my average heart rate for my last two treadmill workouts within the past 30 days?,90.0,"exercise_entries.query('activityName == ""Treadmill""').during('last 30 days')['averageHeartRate'][-2:].mean()"
What is the total duration of my aerobic workouts?,175.12,"exercise_entries.query('activityName == ""Aerobic Workout""')['duration'].sum()"
What was my lowest REM sleep percentage today?,10.58,daily_metrics.during('today')['rem_sleep_percent'].min()
"During the last 7 days, how many days did I sleep for more than 447 minutes?",3,daily_metrics.query('sleep_minutes > 447').during('last 7 days')['datetime'].drop_duplicates().count()
What was the standard deviation of my awake minutes over the past 21 days?,15.1,daily_metrics.during('last 21 days')['awake_minutes'].std()
What is the standard deviation of my REM sleep percentage?,6.22,daily_metrics['rem_sleep_percent'].std()
What was my lowest amount of time awake in the past 7 days?,28.94,daily_metrics.during('last 7 days')['awake_minutes'].min()
What is my total elevation gain for aerobic workouts on days when I slept for at least 7 hours?,3471.16,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes >= 7*60'))['elevationGain'].sum()"
What is the total number of steps I took during aerobic workouts on days when my REM sleep percentage was less than 58%?,15239.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('rem_sleep_percent < 58'))['steps'].sum()"
What is my average active zone minutes (AZM) for treadmill exercises where my AZM is less than or equal to 68?,2.0,"exercise_entries.query('activityName == ""Treadmill"" and activeZoneMinutes < 68')['activeZoneMinutes'].mean()"
"On days when I sleep for at least 86 minutes, what is my average number of steps taken on the treadmill?",418.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes >= 86'))['steps'].mean()"
What was the average number of active zone minutes during my last aerobic workout?,48.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Aerobic Workout""').max())['activeZoneMinutes'].mean()"
What is my average active zone minutes (AZM) for treadmill workouts on days when I slept less than 641 minutes?,2.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes < 641'))['activeZoneMinutes'].mean()"
What is my total active zone minutes (AZM) for aerobic workouts on days when I slept less than 8 hours?,240.0,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes < 8*60'))['activeZoneMinutes'].sum()"
How many minutes have I slept in the last 30 days?,11649.71,daily_metrics.during('last 30 days')['sleep_minutes'].sum()
What was the standard deviation of my sleep time over the past 21 days?,97.7,daily_metrics.during('last 21 days')['sleep_minutes'].std()
What is my average sleep duration for today?,490.52,daily_metrics.during('today')['sleep_minutes'].mean()
What is my average resting heart rate for today?,61.08,daily_metrics.during('today')['resting_heart_rate'].mean()
What is my total number of REM sleep minutes?,1588.37,daily_metrics['rem_sleep_minutes'].sum()
How many days have I slept for more than 8 hours in the last 21 days?,4,daily_metrics.query('sleep_minutes > 8*60').during('last 21 days')['datetime'].drop_duplicates().count()
What is my average heart rate during aerobic workouts on days when I sleep more than 5 hours?,119.83,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes > 5*60'))['averageHeartRate'].mean()"
What was my highest percentage of light sleep in the past 30 days?,73.99,daily_metrics.during('last 30 days')['light_sleep_percent'].max()
What is the average value of my heart rate variability?,19.19,daily_metrics['heart_rate_variability'].mean()
What was the average percentage of time I spent in light sleep?,60.97,daily_metrics['light_sleep_percent'].mean()
What was the average of my heart rate variability over the past 30 days?,19.19,daily_metrics.during('last 30 days')['heart_rate_variability'].mean()
"Over the past 21 days, what was my median number of minutes awake?",47.15,daily_metrics.during('last 21 days')['awake_minutes'].median()
What was my lowest number of deep sleep minutes in the past 21 days?,17.78,daily_metrics.during('last 21 days')['deep_sleep_minutes'].min()
How many steps did I take in total?,305980.59,daily_metrics['steps'].sum()
"On days when my average heart rate was above 2, what was the total duration of my aerobic workouts?",175.12,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(exercise_entries.where('averageHeartRate > 2'))['duration'].sum()"
What was my average number of steps over the past 7 days?,10782.76,daily_metrics.during('last 7 days')['steps'].mean()
What is the lowest number of minutes I slept?,99.17,daily_metrics['sleep_minutes'].min()
What was the standard deviation of my light sleep percentage over the past 14 days?,8.76,daily_metrics.during('last 14 days')['light_sleep_percent'].std()
What was the median percentage of time I spent in light sleep over the past 14 days?,63.77,daily_metrics.during('last 14 days')['light_sleep_percent'].median()
What was my total heart rate for my last five aerobic workouts within the past 30 days?,600.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 30 days')['averageHeartRate'][-5:].sum()"
What was my average calorie burn during my last treadmill workout?,29.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Treadmill""').max())['calories'].mean()"
What was the total duration of my aerobic workouts in the last 7 days?,62.4,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 7 days')['duration'].sum()"
What was the median of my active zone minutes over the last 21 days?,105.55,daily_metrics.during('last 21 days')['active_zone_minutes'].median()
What was my median percentage of time spent awake over the past 7 days?,8.05,daily_metrics.during('last 7 days')['awake_percent'].median()
How many days did I engage in aerobic workouts over the past 7 days?,2,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 7 days')['datetime'].drop_duplicates().count()"
What was my average heart rate during my last four aerobic workouts within the past 21 days?,121.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 21 days')['averageHeartRate'][-4:].mean()"
How many times have I done an aerobic workout?,6,"exercise_entries.query('activityName == ""Aerobic Workout""').shape[0]"
How many times have I exercised?,13,exercise_entries['datetime'].count()
What was the standard deviation of my deep sleep time over the past 7 days?,22.98,daily_metrics.during('last 7 days')['deep_sleep_minutes'].std()
What was the lowest number of steps I took in the last 14 days?,6124.66,daily_metrics.during('last 14 days')['steps'].min()
What was my lowest percentage of deep sleep during the past 30 days?,3.66,daily_metrics.during('last 30 days')['deep_sleep_percent'].min()
What is my average duration for aerobic workouts that are 89 minutes or less?,29.19,"exercise_entries.query('activityName == ""Aerobic Workout"" and duration < 89')['duration'].mean()"
What is the sum of my active zone minutes for treadmill workouts where the active zone minutes are less than 70?,2.0,"exercise_entries.query('activityName == ""Treadmill"" and activeZoneMinutes < 70')['activeZoneMinutes'].sum()"
What was the total number of active zone minutes for my last four aerobic workouts?,162.0,"exercise_entries.query('activityName == ""Aerobic Workout""')['activeZoneMinutes'][-4:].sum()"
What is my average elevation gain on the treadmill on days when my heart rate is at least 32?,121.92,"exercise_entries.query('activityName == ""Treadmill""').on_days(exercise_entries.where('averageHeartRate >= 32'))['elevationGain'].mean()"
How many days in the last 30 days did I have more than 20 minutes of REM sleep?,24,daily_metrics.query('rem_sleep_minutes > 20').during('last 30 days')['datetime'].drop_duplicates().count()
What is the total number of calories I burned during my first four aerobic workouts in the last 21 days?,1064.0,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 21 days')['calories'][:4].sum()"
What was my lowest awake percentage?,5.28,daily_metrics['awake_percent'].min()
What is my total elevation gain for aerobic workouts with an elevation gain of 76 or less?,60.96,"exercise_entries.query('activityName == ""Aerobic Workout"" and elevationGain <= 76')['elevationGain'].sum()"
What was the median percentage of my light sleep over the past 30 days?,61.86,daily_metrics.during('last 30 days')['light_sleep_percent'].median()
"On days when I slept for more than 3 minutes, what was my total calorie expenditure on the treadmill?",29.0,"exercise_entries.query('activityName == ""Treadmill""').on_days(daily_metrics.where('sleep_minutes > 3'))['calories'].sum()"
What was the average of my heart rate variability over the past 14 days?,19.42,daily_metrics.during('last 14 days')['heart_rate_variability'].mean()
How many days did I perform aerobic workouts during the last 14 days?,3,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 14 days')['datetime'].drop_duplicates().count()"
What was my standard deviation of deep sleep minutes over the past seven days?,22.98,daily_metrics.during('last 7 days')['deep_sleep_minutes'].std()
"On days when I slept for at least 471 minutes, what was my total elevation gain during aerobic workouts?",3471.16,"exercise_entries.query('activityName == ""Aerobic Workout""').on_days(daily_metrics.where('sleep_minutes >= 471'))['elevationGain'].sum()"
What was my average calorie burn during my first three aerobic workouts within the last 30 days?,253.33,"exercise_entries.query('activityName == ""Aerobic Workout""').during('last 30 days')['calories'][:3].mean()"
What was the total number of minutes I spent in deep sleep yesterday?,36.18,daily_metrics.during('yesterday')['deep_sleep_minutes'].sum()
What was my highest awake percentage over the past 21 days?,18.37,daily_metrics.during('last 21 days')['awake_percent'].max()
"On days when my treadmill speed was 41 or higher, can you tell me the total time I spent on the treadmill?",11.03,"exercise_entries.query('activityName == ""Treadmill""').on_days(exercise_entries.where('speed >= 41'))['duration'].sum()"
What was the standard deviation of the time I spent awake over the last 14 days?,13.5,daily_metrics.during('last 14 days')['awake_minutes'].std()
